EMPRESA_JUNIOR,FEDERACAO,TEMPO_MEDIO_DIAS,META_participacao_eventos,META_Impacto,MES,FATURAMENTO,PROJETOS,N_ACOES_COMPARTILHADAS,ESTADO,CIDADE,MEMBROS
Premium Consultoria,FEJECE,45,75,3,3,0,0,0,CE,,11
Premium Consultoria,FEJECE,45,75,3,4,2337.5,1,0,CE,,11
Portal Empresa Júnior de Engenharia Civil - PENGE,Roraima Júnior,NaN,33,3,1,0,0,0,RR,,3
Portal Empresa Júnior de Engenharia Civil - PENGE,Roraima Júnior,NaN,33,3,2,0,0,0,RR,,3
Portal Empresa Júnior de Engenharia Civil - PENGE,Roraima Júnior,NaN,33,3,3,0,0,0,RR,,3
Portal Empresa Júnior de Engenharia Civil - PENGE,Roraima Júnior,NaN,33,3,4,0,0,0,RR,,3
FGV Jr.,RioJunior,NaN,0,0,1,0,0,0,RJ,Rio de Janeiro,4
FGV Jr.,RioJunior,NaN,0,0,2,0,0,0,RJ,Rio de Janeiro,4
FGV Jr.,RioJunior,NaN,0,0,3,0,0,0,RJ,Rio de Janeiro,4
FGV Jr.,RioJunior,NaN,0,0,4,0,0,0,RJ,Rio de Janeiro,4
EJUDI Soluções Jurídicas,FEJECE,60.65,54,91,1,9610,21,1,CE,Fortaleza,22
EJUDI Soluções Jurídicas,FEJECE,60.65,54,91,2,9350,17,1,CE,Fortaleza,22
EJUDI Soluções Jurídicas,FEJECE,60.65,54,91,3,7500,9,0,CE,Fortaleza,22
EJUDI Soluções Jurídicas,FEJECE,60.65,54,91,4,8200,5,2,CE,Fortaleza,22
Bioprox Júnior,FEJESP,20,33,1,1,0,0,0,SP,Botucatu,15
Bioprox Júnior,FEJESP,20,33,1,2,0,0,0,SP,Botucatu,15
Bioprox Júnior,FEJESP,20,33,1,3,0,0,0,SP,Botucatu,15
Bioprox Júnior,FEJESP,20,33,1,4,309.31,1,0,SP,Botucatu,15
Civil Júnior,FEJEMG,22.5,100,45,1,1450,2,0,MG,Ouro Preto,25
Civil Júnior,FEJEMG,22.5,100,45,2,900,2,0,MG,Ouro Preto,25
Civil Júnior,FEJEMG,22.5,100,45,3,0,0,0,MG,Ouro Preto,25
Civil Júnior,FEJEMG,22.5,100,45,4,0,0,0,MG,Ouro Preto,25
iModa Jr ,FEJESC,16,50,1,1,425,1,0,SC,Araranguá,8
iModa Jr ,FEJESC,16,50,1,2,580,1,0,SC,Araranguá,8
iModa Jr ,FEJESC,16,50,1,3,1236,2,0,SC,Araranguá,8
iModa Jr ,FEJESC,16,50,1,4,0,0,0,SC,Araranguá,8
Reação Jr.,FEJESC,NaN,80,21,1,0,0,0,SC,Florianópolis,8
Reação Jr.,FEJESC,NaN,80,21,2,0,0,0,SC,Florianópolis,8
Reação Jr.,FEJESC,NaN,80,21,3,0,0,0,SC,Florianópolis,8
Reação Jr.,FEJESC,NaN,80,21,4,0,0,0,SC,Florianópolis,8
Iniciativa Consultoria,RioJunior,24.13,70,40,1,6440,4,0,RJ,Rio de Janeiro,11
Iniciativa Consultoria,RioJunior,24.13,70,40,2,3400,2,1,RJ,Rio de Janeiro,11
Iniciativa Consultoria,RioJunior,24.13,70,40,3,2698,1,0,RJ,Rio de Janeiro,11
Iniciativa Consultoria,RioJunior,24.13,70,40,4,2650,1,0,RJ,Rio de Janeiro,11
Empresa Júnior Meta Consultoria,RioJunior,32.04,33,69,1,14350,4,0,RJ,,66
Empresa Júnior Meta Consultoria,RioJunior,32.04,33,69,2,53788.81,18,0,RJ,,66
Empresa Júnior Meta Consultoria,RioJunior,32.04,33,69,3,3784,2,0,RJ,,66
Empresa Júnior Meta Consultoria,RioJunior,32.04,33,69,4,33230,2,0,RJ,,66
Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,FEJEMG,61.67,70,10,1,1307,2,0,MG,Lavras,35
Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,FEJEMG,61.67,70,10,2,2382.12,1,0,MG,Lavras,35
Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,FEJEMG,61.67,70,10,3,275,1,0,MG,Lavras,35
Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,FEJEMG,61.67,70,10,4,671.3,2,0,MG,Lavras,35
Solumax ,FEJEPAR,25.4,77,4,1,0,0,0,PR,Ponta Grossa,18
Solumax ,FEJEPAR,25.4,77,4,2,0,0,0,PR,Ponta Grossa,18
Solumax ,FEJEPAR,25.4,77,4,3,2100,5,0,PR,Ponta Grossa,18
Solumax ,FEJEPAR,25.4,77,4,4,0,0,0,PR,Ponta Grossa,18
INOVE Consultoria Júnior,FEJECE,3.75,33,8,1,280,4,0,CE,Sobral,10
INOVE Consultoria Júnior,FEJECE,3.75,33,8,2,0,0,0,CE,Sobral,10
INOVE Consultoria Júnior,FEJECE,3.75,33,8,3,0,0,0,CE,Sobral,10
INOVE Consultoria Júnior,FEJECE,3.75,33,8,4,0,0,0,CE,Sobral,10
Cia Júnior Consultoria,UNIJr-BA,6.5,33,3,1,0,0,0,BA,Ilhéus,20
Cia Júnior Consultoria,UNIJr-BA,6.5,33,3,2,850,2,1,BA,Ilhéus,20
Cia Júnior Consultoria,UNIJr-BA,6.5,33,3,3,0,0,0,BA,Ilhéus,20
Cia Júnior Consultoria,UNIJr-BA,6.5,33,3,4,0,0,0,BA,Ilhéus,20
Consea Júnior ,FEJEMG,108,50,31,1,4997.77,3,0,MG,Lavras,29
Consea Júnior ,FEJEMG,108,50,31,2,0,0,0,MG,Lavras,29
Consea Júnior ,FEJEMG,108,50,31,3,0,0,0,MG,Lavras,29
Consea Júnior ,FEJEMG,108,50,31,4,0,0,0,MG,Lavras,29
I9 Engenharia Jr.,FEJEA,94.71,100,1,1,1560,3,0,AL,Delmiro Gouveia,22
I9 Engenharia Jr.,FEJEA,94.71,100,1,2,2920,3,0,AL,Delmiro Gouveia,22
I9 Engenharia Jr.,FEJEA,94.71,100,1,3,460,1,0,AL,Delmiro Gouveia,22
I9 Engenharia Jr.,FEJEA,94.71,100,1,4,0,0,0,AL,Delmiro Gouveia,22
EJEC - Arquitetura e Engenharia Civil,FEJEA,36.21,90,6,1,1750,2,0,AL,Maceió,28
EJEC - Arquitetura e Engenharia Civil,FEJEA,36.21,90,6,2,2500,2,0,AL,Maceió,28
EJEC - Arquitetura e Engenharia Civil,FEJEA,36.21,90,6,3,13570,7,0,AL,Maceió,28
EJEC - Arquitetura e Engenharia Civil,FEJEA,36.21,90,6,4,3700,3,2,AL,Maceió,28
CLÍNQUER,UNIJr-BA,NaN,50,5,1,0,0,0,BA,Salvador,16
CLÍNQUER,UNIJr-BA,NaN,50,5,2,0,0,0,BA,Salvador,16
CLÍNQUER,UNIJr-BA,NaN,50,5,3,0,0,0,BA,Salvador,16
CLÍNQUER,UNIJr-BA,NaN,50,5,4,0,0,0,BA,Salvador,16
ESALQ Júnior Florestal,FEJESP,NaN,50,1,1,0,0,0,SP,Piracicaba,10
ESALQ Júnior Florestal,FEJESP,NaN,50,1,2,0,0,0,SP,Piracicaba,10
ESALQ Júnior Florestal,FEJESP,NaN,50,1,3,0,0,0,SP,Piracicaba,10
ESALQ Júnior Florestal,FEJESP,NaN,50,1,4,0,0,0,SP,Piracicaba,10
Fácil Consultoria,FEMTEJ,NaN,0,0,1,0,0,0,MT,Cuiabá,13
Fácil Consultoria,FEMTEJ,NaN,0,0,2,0,0,0,MT,Cuiabá,13
Fácil Consultoria,FEMTEJ,NaN,0,0,3,0,0,0,MT,Cuiabá,13
Fácil Consultoria,FEMTEJ,NaN,0,0,4,0,0,0,MT,Cuiabá,13
Horizonte Soluções Geofísicas,RioJunior,40,40,6,1,0,0,0,RJ,,7
Horizonte Soluções Geofísicas,RioJunior,40,40,6,2,2187.6,1,0,RJ,,7
Horizonte Soluções Geofísicas,RioJunior,40,40,6,3,0,0,0,RJ,,7
Horizonte Soluções Geofísicas,RioJunior,40,40,6,4,0,0,0,RJ,,7
Constru Soluções em Engenharia,FEJEMG,13.67,68,10,1,0,0,0,MG,Uberlândia,22
Constru Soluções em Engenharia,FEJEMG,13.67,68,10,2,1500,2,0,MG,Uberlândia,22
Constru Soluções em Engenharia,FEJEMG,13.67,68,10,3,0,0,0,MG,Uberlândia,22
Constru Soluções em Engenharia,FEJEMG,13.67,68,10,4,6352.46,1,1,MG,Uberlândia,22
Proativa Jr,FEJECE,76.2,70,13,1,31399.01,4,1,CE,Fortaleza,12
Proativa Jr,FEJECE,76.2,70,13,2,0,0,0,CE,Fortaleza,12
Proativa Jr,FEJECE,76.2,70,13,3,0,0,0,CE,Fortaleza,12
Proativa Jr,FEJECE,76.2,70,13,4,4000,1,0,CE,Fortaleza,12
Nutrir - Consultoria em Nutrição,Concentro,17.67,33,28,1,1890,4,0,DF,Brasília,22
Nutrir - Consultoria em Nutrição,Concentro,17.67,33,28,2,2820,3,0,DF,Brasília,22
Nutrir - Consultoria em Nutrição,Concentro,17.67,33,28,3,8875,7,2,DF,Brasília,22
Nutrir - Consultoria em Nutrição,Concentro,17.67,33,28,4,1985,4,1,DF,Brasília,22
Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,Pará Júnior,NaN,33,2,1,0,0,0,PA,Marabá,6
Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,Pará Júnior,NaN,33,2,2,0,0,0,PA,Marabá,6
Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,Pará Júnior,NaN,33,2,3,0,0,0,PA,Marabá,6
Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,Pará Júnior,NaN,33,2,4,0,0,0,PA,Marabá,6
Floema Júnior Consultoria Florestal - UFES,Juniores,20,60,13,1,0,0,0,ES,Jerônimo Monteiro,10
Floema Júnior Consultoria Florestal - UFES,Juniores,20,60,13,2,60,1,0,ES,Jerônimo Monteiro,10
Floema Júnior Consultoria Florestal - UFES,Juniores,20,60,13,3,80,1,0,ES,Jerônimo Monteiro,10
Floema Júnior Consultoria Florestal - UFES,Juniores,20,60,13,4,0,0,0,ES,Jerônimo Monteiro,10
Matriz Engenharia de Energia,Concentro,NaN,60,2,1,0,0,0,DF,Brasília,22
Matriz Engenharia de Energia,Concentro,NaN,60,2,2,0,0,0,DF,Brasília,22
Matriz Engenharia de Energia,Concentro,NaN,60,2,3,0,0,0,DF,Brasília,22
Matriz Engenharia de Energia,Concentro,NaN,60,2,4,0,0,0,DF,Brasília,22
CRIATIVA EJ ,FEMTEJ,NaN,0,0,1,0,0,0,MT,,1
CRIATIVA EJ ,FEMTEJ,NaN,0,0,2,0,0,0,MT,,1
CRIATIVA EJ ,FEMTEJ,NaN,0,0,3,0,0,0,MT,,1
CRIATIVA EJ ,FEMTEJ,NaN,0,0,4,0,0,0,MT,,1
All Pharma Júnior,FEJESP,52.67,33,6,1,156,1,0,SP,Araraquara,29
All Pharma Júnior,FEJESP,52.67,33,6,2,1260,1,0,SP,Araraquara,29
All Pharma Júnior,FEJESP,52.67,33,6,3,0,0,0,SP,Araraquara,29
All Pharma Júnior,FEJESP,52.67,33,6,4,130,1,0,SP,Araraquara,29
Phygeo - Soluções em Geofísica e Geotecnologia,Concentro,120.29,90,10,1,13275,3,0,DF,Brasília,22
Phygeo - Soluções em Geofísica e Geotecnologia,Concentro,120.29,90,10,2,27000,3,0,DF,Brasília,22
Phygeo - Soluções em Geofísica e Geotecnologia,Concentro,120.29,90,10,3,200000,1,0,DF,Brasília,22
Phygeo - Soluções em Geofísica e Geotecnologia,Concentro,120.29,90,10,4,0,0,0,DF,Brasília,22
Pirâmides Topografia e Projetos,RN Júnior,60,40,6,1,300,1,0,RN,Pau dos Ferros,28
Pirâmides Topografia e Projetos,RN Júnior,60,40,6,2,0,0,0,RN,Pau dos Ferros,28
Pirâmides Topografia e Projetos,RN Júnior,60,40,6,3,0,0,0,RN,Pau dos Ferros,28
Pirâmides Topografia e Projetos,RN Júnior,60,40,6,4,0,0,0,RN,Pau dos Ferros,28
Aurea,RioJunior,45,40,2,1,308.45,1,0,RJ,,33
Aurea,RioJunior,45,40,2,2,495.6,1,0,RJ,,33
Aurea,RioJunior,45,40,2,3,501.76,1,0,RJ,,33
Aurea,RioJunior,45,40,2,4,1637.35,3,0,RJ,,33
EJA Consultoria,PB Júnior,54.17,60,14,1,5719.95,1,0,PB,João Pessoa,16
EJA Consultoria,PB Júnior,54.17,60,14,2,3600,2,0,PB,João Pessoa,16
EJA Consultoria,PB Júnior,54.17,60,14,3,20064.48,2,0,PB,João Pessoa,16
EJA Consultoria,PB Júnior,54.17,60,14,4,700,1,0,PB,João Pessoa,16
CONCRETA - Soluções em Engenharia,FEJEMG,17.5,50,7,1,0,0,0,MG,Rio Paranaíba,23
CONCRETA - Soluções em Engenharia,FEJEMG,17.5,50,7,2,900,2,0,MG,Rio Paranaíba,23
CONCRETA - Soluções em Engenharia,FEJEMG,17.5,50,7,3,0,0,0,MG,Rio Paranaíba,23
CONCRETA - Soluções em Engenharia,FEJEMG,17.5,50,7,4,1003.2,2,0,MG,Rio Paranaíba,23
CETA Jr. ,RioJunior,26.05,50,36,1,1360,7,0,RJ,Seropédica,17
CETA Jr. ,RioJunior,26.05,50,36,2,6224.46,5,0,RJ,Seropédica,17
CETA Jr. ,RioJunior,26.05,50,36,3,6972.15,8,0,RJ,Seropédica,17
CETA Jr. ,RioJunior,26.05,50,36,4,0,0,0,RJ,Seropédica,17
EJCON - Empresa Junior de Consultoria,Maranhão Júnior,NaN,60,2,1,0,0,0,MA,Imperatriz,19
EJCON - Empresa Junior de Consultoria,Maranhão Júnior,NaN,60,2,2,0,0,0,MA,Imperatriz,19
EJCON - Empresa Junior de Consultoria,Maranhão Júnior,NaN,60,2,3,0,0,0,MA,Imperatriz,19
EJCON - Empresa Junior de Consultoria,Maranhão Júnior,NaN,60,2,4,0,0,0,MA,Imperatriz,19
Consultec Jr - Projetos em Arquitetura e Engenharia Civil,FEJECE,20.64,85,70,1,4600,2,0,CE,Fortaleza,20
Consultec Jr - Projetos em Arquitetura e Engenharia Civil,FEJECE,20.64,85,70,2,8352.3,7,1,CE,Fortaleza,20
Consultec Jr - Projetos em Arquitetura e Engenharia Civil,FEJECE,20.64,85,70,3,13407.5,10,0,CE,Fortaleza,20
Consultec Jr - Projetos em Arquitetura e Engenharia Civil,FEJECE,20.64,85,70,4,12761.74,9,1,CE,Fortaleza,20
Insight Consultoria,RioJunior,20.83,33,32,1,3721.67,2,0,RJ,Rio de Janeiro,11
Insight Consultoria,RioJunior,20.83,33,32,2,930,1,0,RJ,Rio de Janeiro,11
Insight Consultoria,RioJunior,20.83,33,32,3,0,0,0,RJ,Rio de Janeiro,11
Insight Consultoria,RioJunior,20.83,33,32,4,4206,3,0,RJ,Rio de Janeiro,11
ECAP Jr - Empresa de Consultoria Agropecuária Junior,FEJESP,NaN,33,1,1,0,0,0,SP,Registro,8
ECAP Jr - Empresa de Consultoria Agropecuária Junior,FEJESP,NaN,33,1,2,0,0,0,SP,Registro,8
ECAP Jr - Empresa de Consultoria Agropecuária Junior,FEJESP,NaN,33,1,3,0,0,0,SP,Registro,8
ECAP Jr - Empresa de Consultoria Agropecuária Junior,FEJESP,NaN,33,1,4,0,0,0,SP,Registro,8
Titanus Soluções Sustentáveis,RioJunior,92.5,40,8,1,0,0,0,RJ,Rio de Janeiro,26
Titanus Soluções Sustentáveis,RioJunior,92.5,40,8,2,710,1,0,RJ,Rio de Janeiro,26
Titanus Soluções Sustentáveis,RioJunior,92.5,40,8,3,0,0,0,RJ,Rio de Janeiro,26
Titanus Soluções Sustentáveis,RioJunior,92.5,40,8,4,2474,1,0,RJ,Rio de Janeiro,26
LUMUS Engenharia,RN Júnior,34,47,18,1,0,0,0,RN,Natal,24
LUMUS Engenharia,RN Júnior,34,47,18,2,9487.97,5,0,RN,Natal,24
LUMUS Engenharia,RN Júnior,34,47,18,3,0,0,0,RN,Natal,24
LUMUS Engenharia,RN Júnior,34,47,18,4,4536.33,2,0,RN,Natal,24
INOVATECH,FEJEPAR,10,80,13,1,2855.7,1,0,PR,Maringá,24
INOVATECH,FEJEPAR,10,80,13,2,0,0,0,PR,Maringá,24
INOVATECH,FEJEPAR,10,80,13,3,360,2,0,PR,Maringá,24
INOVATECH,FEJEPAR,10,80,13,4,0,0,0,PR,Maringá,24
Alcance Engenharia Junior,FEJEPAR,16,90,51,1,0,0,0,PR,Curitiba,25
Alcance Engenharia Junior,FEJEPAR,16,90,51,2,2250,2,0,PR,Curitiba,25
Alcance Engenharia Junior,FEJEPAR,16,90,51,3,3268.5,6,0,PR,Curitiba,25
Alcance Engenharia Junior,FEJEPAR,16,90,51,4,2075,2,0,PR,Curitiba,25
CompAct Jr,FEJERS,28.75,80,3,1,1200,1,0,RS,Santa Maria,13
CompAct Jr,FEJERS,28.75,80,3,2,1610,2,0,RS,Santa Maria,13
CompAct Jr,FEJERS,28.75,80,3,3,1650,1,0,RS,Santa Maria,13
CompAct Jr,FEJERS,28.75,80,3,4,0,0,0,RS,Santa Maria,13
Sinergia Engenharia,Tocantins Júnior,NaN,40,3,1,0,0,0,TO,,3
Sinergia Engenharia,Tocantins Júnior,NaN,40,3,2,0,0,0,TO,,3
Sinergia Engenharia,Tocantins Júnior,NaN,40,3,3,0,0,0,TO,,3
Sinergia Engenharia,Tocantins Júnior,NaN,40,3,4,0,0,0,TO,,3
GEOTEC,Maranhão Júnior,NaN,0,0,1,0,0,0,MA,,1
GEOTEC,Maranhão Júnior,NaN,0,0,2,0,0,0,MA,,1
GEOTEC,Maranhão Júnior,NaN,0,0,3,0,0,0,MA,,1
GEOTEC,Maranhão Júnior,NaN,0,0,4,0,0,0,MA,,1
Mecajun,Concentro,40,50,6,1,0,0,0,DF,Brasília,28
Mecajun,Concentro,40,50,6,2,5686,1,0,DF,Brasília,28
Mecajun,Concentro,40,50,6,3,0,0,0,DF,Brasília,28
Mecajun,Concentro,40,50,6,4,3800,1,0,DF,Brasília,28
EJCM,RioJunior,17.6,95,10,1,1000,1,0,RJ,Rio de Janeiro,32
EJCM,RioJunior,17.6,95,10,2,1500,1,0,RJ,Rio de Janeiro,32
EJCM,RioJunior,17.6,95,10,3,2002,1,0,RJ,Rio de Janeiro,32
EJCM,RioJunior,17.6,95,10,4,8292.3,2,0,RJ,Rio de Janeiro,32
Cristal Mineração e Petróleo Júnior,UNIJr-BA,180,40,3,1,0,0,0,BA,Salvador,9
Cristal Mineração e Petróleo Júnior,UNIJr-BA,180,40,3,2,0,0,0,BA,Salvador,9
Cristal Mineração e Petróleo Júnior,UNIJr-BA,180,40,3,3,7200,1,0,BA,Salvador,9
Cristal Mineração e Petróleo Júnior,UNIJr-BA,180,40,3,4,0,0,0,BA,Salvador,9
Fator Júnior,FEJEMG,67,90,15,1,0,0,0,MG,Itajubá,15
Fator Júnior,FEJEMG,67,90,15,2,0,0,0,MG,Itajubá,15
Fator Júnior,FEJEMG,67,90,15,3,5800,1,0,MG,Itajubá,15
Fator Júnior,FEJEMG,67,90,15,4,0,0,0,MG,Itajubá,15
Sênior Consultoria Ambiental,FEJEMG,17,59,11,1,0,0,0,MG,João Monlevade,8
Sênior Consultoria Ambiental,FEJEMG,17,59,11,2,450,1,0,MG,João Monlevade,8
Sênior Consultoria Ambiental,FEJEMG,17,59,11,3,0,0,0,MG,João Monlevade,8
Sênior Consultoria Ambiental,FEJEMG,17,59,11,4,0,0,0,MG,João Monlevade,8
Salto Consultoria,RioJunior,23.5,66,9,1,0,0,0,RJ,Rio de Janeiro,19
Salto Consultoria,RioJunior,23.5,66,9,2,425.04,1,0,RJ,Rio de Janeiro,19
Salto Consultoria,RioJunior,23.5,66,9,3,804.38,1,0,RJ,Rio de Janeiro,19
Salto Consultoria,RioJunior,23.5,66,9,4,0,0,0,RJ,Rio de Janeiro,19
GeoAmbiental Jr,FEJESP,NaN,50,1,1,0,0,0,SP,Presidente Prudente,26
GeoAmbiental Jr,FEJESP,NaN,50,1,2,0,0,0,SP,Presidente Prudente,26
GeoAmbiental Jr,FEJESP,NaN,50,1,3,0,0,0,SP,Presidente Prudente,26
GeoAmbiental Jr,FEJESP,NaN,50,1,4,0,0,0,SP,Presidente Prudente,26
INOVA EJ,FEJECE,52.4,70,25,1,6060.08,1,1,CE,Fortaleza,26
INOVA EJ,FEJECE,52.4,70,25,2,12823.9,1,0,CE,Fortaleza,26
INOVA EJ,FEJECE,52.4,70,25,3,5481.18,3,0,CE,Fortaleza,26
INOVA EJ,FEJECE,52.4,70,25,4,0,0,0,CE,Fortaleza,26
OPTIMUS Jr. Controle e Automação,UNIJr-BA,15,60,4,1,720,1,0,BA,Salvador,12
OPTIMUS Jr. Controle e Automação,UNIJr-BA,15,60,4,2,0,0,0,BA,Salvador,12
OPTIMUS Jr. Controle e Automação,UNIJr-BA,15,60,4,3,0,0,0,BA,Salvador,12
OPTIMUS Jr. Controle e Automação,UNIJr-BA,15,60,4,4,0,0,0,BA,Salvador,12
ConsultEQ - Empresa Júnior de Soluções em Engenharia Química,FEJEMG,23.5,47,3,1,9950,1,0,MG,Uberlândia,18
ConsultEQ - Empresa Júnior de Soluções em Engenharia Química,FEJEMG,23.5,47,3,2,2200,2,2,MG,Uberlândia,18
ConsultEQ - Empresa Júnior de Soluções em Engenharia Química,FEJEMG,23.5,47,3,3,1218,2,0,MG,Uberlândia,18
ConsultEQ - Empresa Júnior de Soluções em Engenharia Química,FEJEMG,23.5,47,3,4,958.12,1,2,MG,Uberlândia,18
CMEC Engenharia,Concentro,NaN,33,1,1,0,0,0,DF,,6
CMEC Engenharia,Concentro,NaN,33,1,2,0,0,0,DF,,6
CMEC Engenharia,Concentro,NaN,33,1,3,0,0,0,DF,,6
CMEC Engenharia,Concentro,NaN,33,1,4,0,0,0,DF,,6
Terra Júnior Consultoria Agropecuária,FEJEMG,7.13,100,60,1,5583.33,13,0,MG,Lavras,37
Terra Júnior Consultoria Agropecuária,FEJEMG,7.13,100,60,2,9130.25,14,0,MG,Lavras,37
Terra Júnior Consultoria Agropecuária,FEJEMG,7.13,100,60,3,5483.89,18,0,MG,Lavras,37
Terra Júnior Consultoria Agropecuária,FEJEMG,7.13,100,60,4,0,0,0,MG,Lavras,37
C2E - Empresa Júnior de Consultoria em Engenharia Elétrica,FEJESC,12.33,33,15,1,0,0,0,SC,Florianópolis,13
C2E - Empresa Júnior de Consultoria em Engenharia Elétrica,FEJESC,12.33,33,15,2,2800,2,0,SC,Florianópolis,13
C2E - Empresa Júnior de Consultoria em Engenharia Elétrica,FEJESC,12.33,33,15,3,900,1,0,SC,Florianópolis,13
C2E - Empresa Júnior de Consultoria em Engenharia Elétrica,FEJESC,12.33,33,15,4,0,0,0,SC,Florianópolis,13
Tesla Jr.,RioJunior,22.5,40,4,1,280.5,1,0,RJ,Niterói,18
Tesla Jr.,RioJunior,22.5,40,4,2,0,0,0,RJ,Niterói,18
Tesla Jr.,RioJunior,22.5,40,4,3,1030,1,0,RJ,Niterói,18
Tesla Jr.,RioJunior,22.5,40,4,4,0,0,0,RJ,Niterói,18
Tesla Engenharia,Tocantins Júnior,NaN,0,0,1,0,0,0,TO,,1
Tesla Engenharia,Tocantins Júnior,NaN,0,0,2,0,0,0,TO,,1
Tesla Engenharia,Tocantins Júnior,NaN,0,0,3,0,0,0,TO,,1
Tesla Engenharia,Tocantins Júnior,NaN,0,0,4,0,0,0,TO,,1
Jornal Jr.,FEJESP,15,40,1,1,500,1,0,SP,Bauru,14
Jornal Jr.,FEJESP,15,40,1,2,0,0,0,SP,Bauru,14
Jornal Jr.,FEJESP,15,40,1,3,283.46,1,0,SP,Bauru,14
Jornal Jr.,FEJESP,15,40,1,4,836.92,4,0,SP,Bauru,14
Metal Soluções Jr,FEJECE,11.67,43,8,1,3965.89,2,0,CE,Fortaleza,12
Metal Soluções Jr,FEJECE,11.67,43,8,2,0,0,0,CE,Fortaleza,12
Metal Soluções Jr,FEJECE,11.67,43,8,3,0,0,0,CE,Fortaleza,12
Metal Soluções Jr,FEJECE,11.67,43,8,4,2000,4,0,CE,Fortaleza,12
Singular,UNIJr-BA,NaN,33,2,1,0,0,0,BA,Alagoinhas,8
Singular,UNIJr-BA,NaN,33,2,2,0,0,0,BA,Alagoinhas,8
Singular,UNIJr-BA,NaN,33,2,3,0,0,0,BA,Alagoinhas,8
Singular,UNIJr-BA,NaN,33,2,4,0,0,0,BA,Alagoinhas,8
TerGeo Consultoria Socioambiental,FEJEPAR,3,60,4,1,100,1,0,PR,Londrina,9
TerGeo Consultoria Socioambiental,FEJEPAR,3,60,4,2,0,0,0,PR,Londrina,9
TerGeo Consultoria Socioambiental,FEJEPAR,3,60,4,3,0,0,0,PR,Londrina,9
TerGeo Consultoria Socioambiental,FEJEPAR,3,60,4,4,0,0,0,PR,Londrina,9
Info Jr,FEJESP,41,40,1,1,0,0,0,SP,Rio Claro,15
Info Jr,FEJESP,41,40,1,2,2050,2,0,SP,Rio Claro,15
Info Jr,FEJESP,41,40,1,3,0,0,0,SP,Rio Claro,15
Info Jr,FEJESP,41,40,1,4,0,0,0,SP,Rio Claro,15
CECCO Consultoria Contábil,FEJEMG,12.89,33,67,1,35,1,0,MG,Viçosa,22
CECCO Consultoria Contábil,FEJEMG,12.89,33,67,2,1990,12,0,MG,Viçosa,22
CECCO Consultoria Contábil,FEJEMG,12.89,33,67,3,3637,44,0,MG,Viçosa,22
CECCO Consultoria Contábil,FEJEMG,12.89,33,67,4,0,0,0,MG,Viçosa,22
GESTOR JUNIOR ,UNIJr-BA,30,40,10,1,0,0,0,BA,Governador Mangabeira,7
GESTOR JUNIOR ,UNIJr-BA,30,40,10,2,1350,1,0,BA,Governador Mangabeira,7
GESTOR JUNIOR ,UNIJr-BA,30,40,10,3,0,0,0,BA,Governador Mangabeira,7
GESTOR JUNIOR ,UNIJr-BA,30,40,10,4,0,0,0,BA,Governador Mangabeira,7
Ópera Krios - Empresa Júnior de Arquitetura e Urbanismo,FEJESP,NaN,40,10,1,0,0,0,SP,Presidente Prudente,20
Ópera Krios - Empresa Júnior de Arquitetura e Urbanismo,FEJESP,NaN,40,10,2,0,0,0,SP,Presidente Prudente,20
Ópera Krios - Empresa Júnior de Arquitetura e Urbanismo,FEJESP,NaN,40,10,3,0,0,0,SP,Presidente Prudente,20
Ópera Krios - Empresa Júnior de Arquitetura e Urbanismo,FEJESP,NaN,40,10,4,0,0,0,SP,Presidente Prudente,20
EM&S Júnior,Pará Júnior,25,0,0,1,0,0,0,PA,Marabá,14
EM&S Júnior,Pará Júnior,25,0,0,2,0,0,0,PA,Marabá,14
EM&S Júnior,Pará Júnior,25,0,0,3,500,1,0,PA,Marabá,14
EM&S Júnior,Pará Júnior,25,0,0,4,2500,2,0,PA,Marabá,14
CONAQ,FEJESC,62.67,40,17,1,0,0,0,SC,Florianópolis,23
CONAQ,FEJESC,62.67,40,17,2,0,0,0,SC,Florianópolis,23
CONAQ,FEJESC,62.67,40,17,3,15420,3,0,SC,Florianópolis,23
CONAQ,FEJESC,62.67,40,17,4,0,0,0,SC,Florianópolis,23
Chronos Jr.,Pará Júnior,NaN,0,0,1,0,0,0,PA,Santarém,6
Chronos Jr.,Pará Júnior,NaN,0,0,2,0,0,0,PA,Santarém,6
Chronos Jr.,Pará Júnior,NaN,0,0,3,0,0,0,PA,Santarém,6
Chronos Jr.,Pará Júnior,NaN,0,0,4,0,0,0,PA,Santarém,6
Renova Ambiental Jr. - UEFS,UNIJr-BA,NaN,40,2,1,0,0,0,BA,Feira de Santana,10
Renova Ambiental Jr. - UEFS,UNIJr-BA,NaN,40,2,2,0,0,0,BA,Feira de Santana,10
Renova Ambiental Jr. - UEFS,UNIJr-BA,NaN,40,2,3,0,0,0,BA,Feira de Santana,10
